,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,yeji_eps,yeji_eps_yoy,yeji_bvps,yeji_roe,yeji_epcf,yeji_net_profits,yeji_profits_yoy,yeji_distrib,predict_high,predict_low,predict_open,predict_close
165,21.45,21.73,21.35,21.14,27271.62,0.24,1.14,21.701999999999998,22.384,22.655,45275.09,59995.11,74620.04,5.51,,,,,,,,,21.57,20.67,21.45,21.09
166,21.45,21.57,21.09,20.67,35654.0,-0.26,-1.22,21.32,22.29,22.575,43185.49,58575.66,70863.41,7.2,,,,,,,,,21.94,20.83,21.1,21.36
167,21.1,21.94,21.36,20.83,41575.73,0.27,1.28,21.142,22.083000000000002,22.394000000000002,40800.71,53539.72,65289.06,8.4,,,,,,,,,21.66,20.88,21.3,21.56
168,21.3,21.66,21.56,20.88,33477.19,0.2,0.94,21.294,21.930999999999997,22.275,34504.64,50831.67,60321.28,6.76,,,,,,,,,22.68,21.06,21.3,22.49
169,21.3,22.68,22.49,21.06,72554.64,0.93,4.31,21.57,21.811999999999998,22.230999999999998,42106.64,48447.83,59342.96,14.66,,,,,,,,,22.94,21.88,22.2,22.73
170,22.2,22.94,22.73,21.88,65742.22,0.24,1.07,21.846,21.774,22.279,49800.76,47537.92,59264.22,13.28,,,,,,,,,22.72,21.98,22.72,22.03
171,22.72,22.72,22.03,21.98,39133.84,-0.7,-3.08,22.034000000000002,21.677,22.256,50496.72,46841.11,57675.61,7.91,,,,,,,,,21.9,21.11,21.88,21.15
172,21.88,21.9,21.15,21.11,29977.99,-0.88,-4.0,21.991999999999997,21.566999999999997,22.233,48177.18,44488.94,56226.03,6.06,,,,,,,,,21.43,20.08,21.2,20.1
173,21.2,21.43,20.1,20.08,30566.63,-1.05,-4.96,21.7,21.497,22.118000000000002,47595.06,41049.85,54603.18,6.18,,,,,,,,,20.38,18.09,20.01,18.1
174,20.01,20.38,18.1,18.09,49569.83,-2.0,-9.95,20.822,21.195999999999998,21.871,42998.1,42552.37,52343.64,10.01,,,,,,,,,18.69,17.31,18.17,18.53
175,18.17,18.69,18.53,17.31,24540.98,0.43,2.38,19.982,20.914,21.649,34757.85,42279.31,51137.21,4.96,,,,,,,,,18.98,18.2,18.54,18.39
176,18.54,18.98,18.39,18.2,24859.89,-0.14,-0.76,19.254,20.644000000000002,21.467,31903.06,41199.89,49887.78,5.02,,,,,,,,,18.78,18.13,18.48,18.18
177,18.48,18.78,18.18,18.13,21227.56,-0.21,-1.14,18.66,20.326,21.205,30152.98,39165.08,46352.4,4.29,,,,,,,,,18.3,17.17,18.03,17.17
178,18.03,18.3,17.17,17.17,28464.31,-1.01,-5.56,18.074,19.887,20.909000000000002,29732.51,38663.79,44747.73,5.75,,,,,,,,,17.35,16.85,16.85,17.15
179,16.85,17.35,17.15,16.85,13899.75,-0.02,-0.12,17.884,19.352999999999998,20.583000000000002,22598.5,32798.3,40623.06,2.81,,,,,,,,,17.32,16.51,17.15,16.55
180,17.15,17.32,16.55,16.51,17540.99,-0.6,-3.5,17.488,18.735,20.255,21198.5,27978.18,37758.05,3.54,,,,,,,,,17.1,16.56,16.56,17.05
181,16.56,17.1,17.05,16.56,19148.57,0.5,3.02,17.22,18.237000000000002,19.957,20056.24,25979.65,36410.38,3.87,,,,,,,,,17.59,16.49,16.96,16.71
182,16.96,17.59,16.71,16.49,18584.6,-0.34,-1.99,16.926,17.793,19.68,19527.64,24840.31,34664.63,3.75,,,,,,,,,17.0,16.61,16.61,16.88
183,16.61,17.0,16.88,16.61,14583.5,0.17,1.02,16.868,17.471,19.484,16751.48,23242.0,32145.93,2.95,,,,,,,,,18.57,16.89,16.9,18.57
184,16.9,18.57,18.57,16.89,30012.4,1.69,10.01,17.152,17.518,19.357,19974.01,21286.26,31919.31,6.06,,,,,,,,,18.69,17.73,18.69,18.35
185,18.69,18.69,18.35,17.73,42294.35,-0.22,-1.19,17.512,17.5,19.207,24924.68,23061.59,32670.45,8.54,,,,,,,,,19.38,17.77,18.01,18.57
186,18.01,19.38,18.57,17.77,46599.29,0.22,1.2,17.816,17.518,19.081,30414.83,25235.53,33217.71,9.41,,,,,,,,,18.89,17.93,18.21,18.55
187,18.21,18.89,18.55,17.93,37552.75,-0.02,-0.11,18.184,17.555,18.941,34208.46,26868.05,33016.56,7.59,,,,,,,,,18.58,17.85,18.22,18.29
188,18.22,18.58,18.29,17.85,27519.1,-0.26,-1.4,18.465999999999998,17.667,18.777,36795.58,26773.53,32718.66,5.56,,,,,,,,,19.5,17.91,18.21,18.92
189,18.21,19.5,18.92,17.91,46343.9,0.63,3.44,18.535999999999998,17.844,18.599,40061.88,30017.95,31408.12,9.36,,,,,,,,,19.18,18.51,18.8,18.92
190,18.8,19.18,18.92,18.51,32460.88,0.0,0.0,18.65,18.081,18.408,38095.18,31509.93,29744.06,6.56,,,,,,,,,19.08,18.01,18.88,18.1
191,18.88,19.08,18.1,18.01,24766.43,-0.82,-4.33,18.555999999999997,18.186,18.212,33728.61,32071.72,29025.69,5.0,,,,,,,,,18.87,18.12,18.12,18.42
192,18.12,18.87,18.42,18.12,18744.53,0.32,1.77,18.53,18.357,18.075,29966.97,32087.71,28464.01,3.79,,,,,,,,,18.45,18.07,18.18,18.31
193,18.18,18.45,18.31,18.07,17315.98,-0.11,-0.6,18.534000000000002,18.5,17.986,27926.34,32360.96,27801.48,3.5,,,,,,,,,18.75,18.12,18.31,18.69
194,18.31,18.75,18.69,18.12,27949.71,0.38,2.08,18.488,18.512,18.015,24247.51,32154.69,26720.47,5.65,,,,,,,,,18.71,16.82,18.7,17.35
195,18.7,18.71,17.35,16.82,32143.66,-1.34,-7.17,18.174,18.412,17.956,24184.06,31139.62,27100.61,6.49,,,,,,,,,17.75,16.91,17.24,17.43
196,17.24,17.75,17.43,16.91,19817.66,0.08,0.46,18.04,18.298,17.908,23194.31,28461.46,26848.5,4.0,,,,,,,,,17.56,17.02,17.56,17.05
197,17.56,17.56,17.05,17.02,14510.0,-0.38,-2.18,17.766,18.148,17.852,22347.4,26157.19,26512.62,2.93,,,,,,,,,17.48,16.93,17.08,17.27
198,17.08,17.48,17.27,16.93,15020.85,0.22,1.29,17.558,18.046,17.857,21888.38,24907.36,25840.45,3.03,,,,,,,,,18.9,17.15,17.23,17.6
199,17.23,18.9,17.6,17.15,25847.45,0.33,1.91,17.34,17.914,17.879,21467.92,22857.72,26437.83,5.22,,,,,,,,,17.41,16.91,17.4,17.08
200,17.4,17.41,17.08,16.91,19302.01,-0.52,-2.96,17.285999999999998,17.73,17.906,18899.59,21541.83,26525.88,3.9,,,,,,,,,17.8,16.58,16.89,17.34
201,16.89,17.8,17.34,16.58,24920.63,0.26,1.52,17.268,17.654,17.92,19920.19,21557.25,26814.48,5.03,,,,,,,,,17.5,17.01,17.1,17.21
202,17.1,17.5,17.21,17.01,21905.57,-0.13,-0.75,17.3,17.533,17.945,21399.3,21873.35,26980.53,4.43,,,,,,,,,18.2,16.67,17.11,17.37
203,17.11,18.2,17.37,16.67,27925.74,0.16,0.93,17.32,17.439,17.97,23980.28,22934.33,27647.64,3.24,,,,,,,,,17.69,17.02,17.2,17.6
204,17.2,17.69,17.6,17.02,22726.4,0.23,1.32,17.32,17.33,17.921,23356.07,22412.0,27283.34,2.64,,,,,,,,,17.77,17.42,17.6,17.66
205,17.6,17.77,17.66,17.42,18411.12,0.06,0.34,17.436,17.361,17.887,23177.89,21038.74,26089.18,2.14,,,,,,,,,17.87,17.3,17.56,17.73
206,17.56,17.87,17.73,17.3,25420.72,0.07,0.4,17.514,17.391,17.845,23277.91,21599.05,25030.25,2.95,,,,,,,,,18.35,17.52,17.6,18.24
207,17.6,18.35,18.24,17.52,40197.86,0.51,2.88,17.72,17.51,17.829,26936.37,24167.84,25162.51,4.67,,,,,,,,,18.2,17.8,18.2,17.88
208,18.2,18.2,17.88,17.8,25551.44,-0.36,-1.97,17.822,17.570999999999998,17.809,26461.51,25220.89,25064.13,2.97,,,,,,,,,17.99,17.45,17.84,17.47
209,17.84,17.99,17.47,17.45,21446.95,-0.41,-2.29,17.796,17.558,17.736,26205.62,24780.84,23819.28,2.49,,,,,,,,,17.59,17.3,17.4,17.32
210,17.4,17.59,17.32,17.3,14087.0,-0.15,-0.86,17.727999999999998,17.582,17.656,25340.79,24259.34,22900.59,1.64,,,,,,,,,17.47,16.77,17.26,16.86
211,17.26,17.47,16.86,16.77,20427.0,-0.46,-2.66,17.554000000000002,17.534000000000002,17.594,24342.05,23809.98,22683.61,2.37,,,,,,,,,17.25,16.65,16.81,17.2
212,16.81,17.25,17.2,16.65,14917.5,0.34,2.02,17.346,17.533,17.533,19285.98,23111.17,22492.26,1.73,,,,,,,,,17.27,16.83,17.11,16.87
213,17.11,17.27,16.87,16.83,12645.0,-0.33,-1.92,17.144000000000002,17.483,17.461,16704.69,21583.1,22258.71,1.47,,,,,,,,,16.29,15.18,16.29,15.18
214,16.29,16.29,15.18,15.18,44256.8,-1.69,-10.02,16.686,17.241,17.285999999999998,21266.66,23736.14,23074.07,5.14,,,,,,,,,15.25,14.77,15.0,15.05
215,15.0,15.25,15.05,14.77,18664.1,-0.13,-0.86,16.232,16.98,17.171,22182.08,23761.44,22400.09,2.17,,,,,,,,,15.24,14.5,15.1,15.05
216,15.1,15.24,15.05,14.5,17849.6,0.0,0.0,15.87,16.712,17.052,21666.6,23004.33,22301.69,2.07,,,,,,,,,15.23,14.96,15.11,15.03
217,15.11,15.23,15.03,14.96,14463.55,-0.02,-0.13,15.436,16.391,16.951,21575.81,20430.89,22299.36,1.68,,,,,,,,,15.0,14.52,15.0,14.58
218,15.0,15.0,14.58,14.52,22962.97,-0.45,-2.99,14.978,16.061,16.816,23639.4,20172.05,22696.47,2.67,,,,,,,,,14.74,14.13,14.53,14.67
219,14.53,14.74,14.67,14.13,16552.5,0.09,0.62,14.876,15.780999999999999,16.67,18098.54,19682.6,22231.72,1.92,,,,,,,,,14.99,14.56,14.72,14.8
220,14.72,14.99,14.8,14.56,13721.55,0.13,0.89,14.825999999999999,15.529000000000002,16.555999999999997,17110.03,19646.06,21952.7,1.59,,,,,,,,,15.1,14.63,14.7,15.07
221,14.7,15.1,15.07,14.63,15688.1,0.27,1.82,14.83,15.35,16.442,16677.73,19172.17,21491.07,1.82,,,,,,,,,15.3,14.9,15.07,14.93
222,15.07,15.3,14.93,14.9,18213.5,-0.14,-0.93,14.81,15.123,16.328,17427.72,19501.77,21306.47,2.11,,,,,,,,,15.05,14.67,14.95,14.7
223,14.95,15.05,14.7,14.67,11522.38,-0.23,-1.54,14.834000000000001,14.905999999999999,16.195,15139.61,19389.5,20486.3,1.34,,,,,,,,,14.78,14.3,14.7,14.34
224,14.7,14.78,14.34,14.3,11654.5,-0.36,-2.45,14.767999999999999,14.822000000000001,16.032,14160.01,16129.28,19932.71,1.35,,,,,,,,,14.47,14.25,14.47,14.44
225,14.47,14.47,14.44,14.25,7108.41,0.1,0.7,14.696,14.761,15.870999999999999,12837.38,14973.71,19367.57,0.83,,,,,,,,,14.45,13.65,14.45,13.67
226,14.45,14.45,13.67,13.65,19552.26,-0.77,-5.33,14.415999999999999,14.623,15.668,13610.21,15143.97,19074.15,2.27,,,,,,,,,15.04,13.68,13.86,15.04
227,13.86,15.04,15.04,13.68,39838.41,1.37,10.02,14.437999999999999,14.624,15.508,17935.19,17681.46,19056.18,4.62,,,,,,,,,16.2,15.04,15.3,15.57
228,15.3,16.2,15.57,15.04,74859.01,0.53,3.52,14.612,14.722999999999999,15.392000000000001,30602.52,22871.06,21521.55,8.69,,,,,,,,,15.32,14.52,14.69,14.92
229,14.69,15.32,14.92,14.52,48230.31,-0.65,-4.17,14.728,14.748,15.265,37917.68,26038.84,22860.72,5.6,,,,,,,,,14.52,13.43,14.19,13.52
230,14.19,14.52,13.52,13.43,40558.03,-1.4,-9.38,14.544,14.62,15.075,44607.6,28722.49,24184.27,4.71,,,,,,,,,14.4,13.2,13.99,13.94
231,13.99,14.4,13.94,13.2,32370.25,0.42,3.11,14.597999999999999,14.507,14.929,47171.2,30390.71,24781.44,3.76,,,,,,,,,15.33,13.55,13.75,15.33
232,13.75,15.33,15.33,13.55,31360.8,1.39,9.97,14.655999999999999,14.547,14.835,45475.68,31705.44,25603.6,3.64,,,,,,,,,15.68,14.67,14.89,14.96
