,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
132,300663,科蓝软件,-0.66,,,,,-6466.09,,,10-28
133,603050,科林电气,0.19,,,3.97,,2269.44,,,10-28
134,603165,荣晟环保,0.76,,,22.85,,7191.84,,,10-28
135,002837,英维克,0.92,,,,,5508.37,,,10-28
136,603533,掌阅科技,0.13,,,7.03,,4763.7,,,10-28
137,002860,星帅尔,1.01,,,,,6138.59,,,10-28
138,300687,赛意信息,0.94,,,,,5643.92,,,10-28
139,603063,禾望电气,0.46,,,13.41,,16611.82,,,10-28
140,002859,洁美科技,0.39,,,,,9037.96,,,10-28
141,300618,寒锐钴业,0.44,,,,,3923.54,,,10-28
142,300692,中环环保,0.33,,,,,2601.81,,,10-28
143,603106,恒银金融,0.57,,,18.09,,11951.12,,,10-28
144,002905,金逸影视,1.07,,,,,13489.35,,,10-28
145,603633,徕木股份,0.42,,,8.14,,3810.99,,,10-28
146,603378,亚士创能,0.51,,,14.61,,7426.53,,,10-28
147,300672,国科微,-0.78,,,,,-6552.26,,,10-28
148,603823,百合花,0.63,,,17.27,,11326.17,,,10-28
149,300514,友讯达,0.34,,,,,2520.63,,,10-28
150,300679,电连技术,3.25,,,,,29241.4,,,10-28
151,603602,纵横通信,0.29,,,6.18,,1724.12,,,10-28
152,603630,拉芳家化,0.78,,,13.82,,10253.46,,,10-28
153,603803,瑞斯康达,0.52,,,12.72,,19012.19,,,10-28
154,603833,欧派家居,1.91,,,31.21,,71463.83,,,10-28
155,603903,中持股份,0.35,,,6.59,,2678.76,,,10-28
156,300648,星云股份,0.55,,,,,2790.91,,,10-28
157,300666,江丰电子,0.22,,,,,3537.96,,,10-28
158,002862,实丰文化,0.47,,,,,2809.81,,,10-28
159,300621,维业股份,0.39,,,,,3942.25,,,10-28
160,603505,金石资源,0.17,,,7.05,,3054.26,,,10-28
161,002850,科达利,1.56,,,,,16381.03,,,10-28
162,300702,天宇股份,1.12,,,,,10090.32,,,10-28
163,002896,中大力德,0.46,,,,,2749.53,,,10-27
164,603615,茶花股份,0.41,,,9.54,,7456.24,,,10-27
165,603727,博迈科,1.19,,,18.72,,20856.84,,,10-27
166,002901,大博医疗,0.48,,,,,16869.29,,,10-27
167,300639,凯普生物,0.78,,,,,5266.54,,,10-27
168,300695,兆丰股份,2.41,,,,,12058.73,,,10-27
169,002889,东方嘉盛,0.7,,,,,7281.38,,,10-27
170,603882,金域医学,0.31,-3.13,,12.06,,11936.86,12.23,,10-27
171,002878,元隆雅图,0.71,,,,,4025.95,,,10-27
172,300613,富瀚微,2.82,,,,,9403.88,,,10-27
173,300688,创业黑马,0.34,,,,,1710.09,,,10-27
174,601619,嘉泽新能,0.05,22.95,,4.48,,8849.79,56.51,,10-27
175,603860,中公高科,0.4,,,7.55,,1994.63,,,10-27
176,603129,春风动力,0.62,,,18.55,,6243.45,,,10-27
177,603218,日月股份,0.67,,,16.36,,24229.74,,,10-27
178,300619,金银河,0.37,,,,,2073.31,,,10-27
179,603500,祥和实业,0.53,,,16.08,,5046.86,,,10-27
180,002897,意华股份,0.87,,,,,6998.72,,,10-27
181,603386,广东骏亚,0.29,,,19.39,,4447.14,,,10-27
182,603488,展鹏科技,0.34,,,14.54,,5378.66,,,10-27
183,603133,碳元科技,0.35,,,11.25,,5395.92,,,10-27
184,603286,日盈电子,0.3,,,8.64,,1957.16,,,10-27
185,300678,中科信息,0.15,,,,,1137.11,,,10-27
186,603801,志邦股份,0.99,,,21.37,,11869.31,,,10-27
187,603081,大丰实业,0.38,,,17.12,,13145.07,,,10-27
188,603980,吉华集团,0.65,,,13.5,,26196.48,,,10-27
189,603157,拉夏贝尔,0.66,,,10.18,,32509.9,,,10-27
190,002867,周大生,0.82,,,,,33052.42,,,10-27
191,603717,天域生态,0.24,,,6.05,,3062.66,,,10-27
192,603089,正裕工业,0.85,,,19.07,,6771.86,,,10-27
193,002856,美芝股份,0.49,,,,,3728.18,,,10-27
194,002896,中大力德,0.46,,,,,2749.53,,,10-27
195,603615,茶花股份,0.41,,,9.54,,7456.24,,,10-27
196,603727,博迈科,1.19,,,18.72,,20856.84,,,10-27
197,002901,大博医疗,0.48,,,,,16869.29,,,10-27
198,300639,凯普生物,0.78,,,,,5266.54,,,10-27
199,300695,兆丰股份,2.41,,,,,12058.73,,,10-27
200,603882,金域医学,0.31,-3.13,,12.06,,11936.86,12.23,,10-27
201,002889,东方嘉盛,0.7,,,,,7281.38,,,10-27
202,300688,创业黑马,0.34,,,,,1710.09,,,10-27
203,601619,嘉泽新能,0.05,22.95,,4.48,,8849.79,56.51,,10-27
204,603860,中公高科,0.4,,,7.55,,1994.63,,,10-27
205,603129,春风动力,0.62,,,18.55,,6243.45,,,10-27
206,603218,日月股份,0.67,,,16.36,,24229.74,,,10-27
207,002878,元隆雅图,0.71,,,,,4025.95,,,10-27
208,300613,富瀚微,2.82,,,,,9403.88,,,10-27
209,300619,金银河,0.37,,,,,2073.31,,,10-27
210,603500,祥和实业,0.53,,,16.08,,5046.86,,,10-27
211,300676,华大基因,0.71,,,,,25709.2,,,10-27
212,601366,利群股份,0.37,,,9.99,,25334.11,,,10-27
213,601952,苏垦农发,0.43,,,14.74,,34031.01,,,10-27
214,603139,康惠制药,0.47,,,7.47,,3548.52,,,10-27
215,603183,建研院,0.55,,,12.35,,3603.55,,,10-27
216,002865,钧达股份,0.4,,,,,3600.59,,,10-27
217,603367,辰欣药业,0.46,,,7.62,,16411.09,,,10-27
218,300625,三雄极光,0.7,,,,,14660.04,,,10-27
219,300643,万通智控,0.2,,,,,3026.74,,,10-27
220,300662,科锐国际,0.35,,,,,4715.72,,,10-27
221,300700,岱勒新材,0.47,,,,,2881.29,,,10-27
222,603676,卫信康,0.22,,,17.95,,7957.08,,,10-27
223,603086,先达股份,1.25,,,11.22,,7504.97,,,10-27
224,603197,保隆科技,1.19,,,19.48,,10466.04,,,10-27
225,603238,诺邦股份,0.51,,,13.21,,4606.98,,,10-27
226,002870,香山股份,0.79,,,,,6579.94,,,10-27
227,603380,易德龙,0.48,54.84,,31.34,,5771.86,56.49,,10-27
228,300650,太龙照明,0.61,,,,,2880.29,,,10-27
229,300675,建科院,-0.2,,,,,-2194.64,,,10-27
230,603928,兴业股份,0.56,,,15.19,,8402.66,,,10-27
231,300583,赛托生物,0.9,,,,,7236.78,,,10-27
232,600996,贵广网络,0.5,,,22.2,,41845.44,,,10-27
233,300623,捷捷微电,1.26,,,,,8836.68,,,10-27
234,300642,透景生命,1.38,,,,,6207.64,,,10-27
235,603042,华脉科技,0.62,,,15.48,,6303.48,,,10-27
236,603906,龙蟠科技,0.41,,,10.86,,6402.81,,,10-27
237,603233,大参林,0.91,,,30.55,,33493.01,,,10-27
238,002852,道道全,2.74,,,36.68,,20541.86,,,10-27
239,603305,旭升股份,0.38,,,35.03,,13696.35,,,10-27
240,300697,电工合金,0.3,,,,,3567.88,,,10-27
241,603679,华体科技,0.4,,,12.77,,2997.24,,,10-27
242,603058,永吉股份,0.18,,,12.26,,6726.4,,,10-27
243,603960,克来机电,0.14,,,5.42,,1103.67,,,10-27
244,603990,麦迪科技,0.36,,,10.96,,2163.22,,,10-27
245,002839,张家港行,0.32,,,,,51576.86,,,10-27
246,603260,合盛硅业,0.71,,,17.84,1.06,42612.73,,,10-27
247,002891,中宠股份,0.73,,,,,5501.67,,,10-27
248,300703,创源文化,0.79,,,,,4765.04,,,10-27
249,603035,常熟汽饰,0.76,,,12.14,,15895.23,,,10-26
250,300671,富满电子,0.31,,,,,2342.05,,,10-26
251,300690,双一科技,1.67,,,,,8857.66,,,10-26
252,300696,爱乐达,0.27,,,,,1417.49,,,10-26
253,603811,诚意药业,0.71,,,18.02,,4514.05,,,10-26
254,300627,华测导航,0.54,,,,,4812.81,,,10-26
255,300647,超频三,0.37,,,,,3349.69,,,10-26
256,300683,海特生物,1.26,,,,,9765.94,,,10-26
257,603920,世运电路,0.62,,,22.21,,19370.29,,,10-26
258,603535,嘉诚国际,0.59,,,9.89,,6603.08,,,10-26
259,300670,大烨智能,0.39,,,,,3129.07,,,10-26
260,603186,华正新材,0.7,,,18.54,,6806.31,,,10-26
261,300620,光库科技,0.48,,,,,3156.66,,,10-26
262,300658,延江股份,0.88,,,,,6611.0,,,10-26
263,603557,起步股份,0.28,,,13.92,,11843.36,,,10-26
264,300677,英科医疗,,,,,,6410.74,,,10-26
265,603239,浙江仙通,0.39,,,24.43,,8005.88,,,10-26
266,300626,华瑞股份,0.31,,,,,2351.3,,,10-26
267,300701,森霸股份,0.56,,,,,3367.2,,,10-26
268,300651,金陵体育,0.39,,,,,2298.7,,,10-26
269,603612,索通发展,0.28,,,3.7,,5031.28,-17.18,,10-26
270,002900,哈三联,0.73,,,,,11533.62,,,10-26
271,300638,广和通,0.32,,,,,1917.45,,,10-26
272,300657,弘信电子,0.25,,,,,1940.75,,,10-26
273,300693,盛弘股份,0.7,366.67,,,,4788.04,459.48,,10-26
274,603767,中马传动,0.46,,,9.35,,7307.91,,,10-26
275,300589,江龙船艇,0.24,,,,,2020.81,,,10-26
276,603416,信捷电气,0.85,,,18.08,,6438.11,,,10-26
277,603725,天安新材,0.36,,,10.76,,3930.54,,,10-26
278,603208,江山欧派,1.39,,,21.81,,8411.32,,,10-26
279,002893,华通热力,0.3,,,,,2665.33,,,10-26
280,603138,海量数据,0.39,,,22.19,,3134.22,,,10-26
281,002882,金龙羽,0.26,,,,,8800.47,,,10-26
282,300637,扬帆新材,0.51,,,,,4608.44,,,10-26
283,603880,南卫股份,0.48,,,15.1,,3697.69,,,10-26
284,300554,三超新材,0.68,,,,,2634.09,,,10-26
285,300661,圣邦股份,1.16,,,,,5236.17,,,10-26
286,300680,隆盛科技,0.42,,,,,2119.55,,,10-26
287,603721,中广天择,0.31,,,7.74,,2358.01,,,10-26
288,300706,阿石创,0.44,,,,,2613.09,,,10-26
289,603180,金牌厨柜,0.8,,,18.54,,4016.71,,,10-26
290,300617,安靠智电,0.97,,,,,4841.94,,,10-26
291,300655,晶瑞股份,0.34,,,,,2240.75,,,10-26
292,603200,上海洗霸,0.77,,,12.83,,4281.61,,,10-26
293,300628,亿联网络,5.35,,,,,29987.14,,,10-26
294,601878,浙商证券,0.33,,,11.13,,97950.9,,,10-25
295,603179,新泉股份,0.6,,,13.92,,7156.39,,,10-25
296,300616,尚品宅配,1.46,,,,,11838.36,,,10-25
297,002774,快意电梯,0.25,,,,,6164.74,,,10-25
298,603079,圣达生物,0.9,,,11.63,,5423.04,,,10-25
299,603978,深圳新星,1.54,,,16.05,,9251.02,,,10-25
300,002774,快意电梯,0.25,,,,,6164.74,,,10-25
301,603079,圣达生物,0.9,,,11.63,,5423.04,,,10-25
302,603978,深圳新星,1.54,,,16.05,,9251.02,,,10-25
303,300681,英搏尔,0.61,,,,,3457.74,,,10-25
304,300630,普利制药,0.45,,,,,4147.2,,,10-25
305,603966,法兰泰克,0.3,,,7.62,,3653.74,,,10-25
306,603388,元成股份,0.15,,,6.26,,2314.55,,,10-25
307,002869,金溢科技,0.65,,,,,5765.99,,,10-25
308,002887,绿茵生态,1.57,,,,,9429.76,,,10-25
309,002892,科力尔,0.84,,,,,5570.37,,,10-25
310,300629,新劲刚,0.27,,,,,1340.37,,,10-25
311,603648,畅联股份,0.42,,,14.48,,11493.91,,,10-25
312,603127,昭衍新药,0.2,,,5.59,,1196.66,,,10-25
313,603496,恒为科技,0.62,,,19.57,,4654.25,,,10-25
314,603536,惠发股份,-0.27,,,-6.93,,-2474.05,,,10-24
315,002902,铭普光磁,0.62,,,,,6486.04,,,10-24
316,603757,大元泵业,1.54,,,35.29,,9652.2,,,10-24
317,603638,艾迪精密,0.43,,,12.69,,5741.22,,,10-24
318,002826,易明医药,0.25,,,,,3558.42,,,10-24
319,002849,威星智能,0.51,,,,,3333.24,,,10-24
320,002871,伟隆股份,0.77,,,,,3940.34,,,10-24
321,002895,川恒股份,0.33,,,,,11915.88,,,10-24
322,603298,杭叉集团,0.59,,,15.7,,31282.5,,,10-24
323,300668,杰恩设计,0.88,,,,,2779.42,,,10-24
324,002877,智能自控,0.37,,,,,3350.65,,,10-24
325,002835,同为股份,0.23,,,13.89,,4334.51,,,10-24
326,603991,至正股份,0.36,,,9.25,,2022.92,,,10-24
327,002823,凯中精密,0.82,,,,,8880.19,,,10-24
328,603538,美诺华,0.68,,,9.07,,6159.24,,,10-24
329,002881,美格智能,0.26,,,,,2113.13,,,10-24
330,002890,弘宇股份,0.64,,,,,3182.99,,,10-23
331,002872,天圣制药,0.94,,,,,14226.35,,,10-23
332,601108,财通证券,0.43,,,10.2,-2.13,137415.82,,,10-23
333,603501,韦尔股份,0.28,,,13.85,,10648.36,,,10-23
334,002866,传艺科技,0.58,,,,,6256.66,,,10-23
335,002855,捷荣技术,0.26,,,,,4742.97,,,10-23
336,603586,金麒麟,0.99,,,17.57,,15493.23,,,10-23
337,002842,翔鹭钨业,0.63,,,,,4722.14,,,10-23
338,002853,皮阿诺,0.39,,,,,4485.75,,,10-23
339,603078,江化微,1.12,,,14.57,,5056.8,,,10-21
340,002899,英派斯,0.67,,,,,6013.45,,,10-21
341,002880,卫光生物,1.43,,,,,11577.88,,,10-20
342,002885,京泉华,0.92,,,,,5479.78,,,10-20
343,002861,瀛通通讯,0.72,,,,,6585.59,,,10-20
344,002879,长缆科技,0.84,,,,,8639.84,,,10-20
345,002884,凌霄泵业,1.94,,,,,11298.27,,,10-20
346,300649,杭州园林,0.25,,,,,1222.54,,,10-20
347,002898,赛隆药业,0.38,,,,,4547.29,,,10-20
348,002908,德生科技,0.24,,,7.18,-1.02,2380.39,,,10-19
349,002907,华森制药,0.21,,,19.01,0.11,7682.06,,,10-19
350,603466,风语筑,1.03,,,21.54,0.3,11146.77,,,10-19
351,300685,艾德生物,0.87,,,,,5249.26,,,10-17
352,300656,民德电子,0.65,,,,,2927.58,,,10-17
353,300708,聚灿光电,0.16,,,7.39,0.27,3165.52,,,10-13
354,603499,翔港科技,0.44,,,14.4,0.74,3304.3,,,10-13
355,603103,横店影视,0.83,,,,1.22,33060.77,,,10-11
356,603890,春秋电子,1.16,,3.8,37.36,0.55,10796.27,,,03-31
357,300633,开立医疗,0.15,,1.76,8.9,0.17,5302.07,,,03-16
358,300631,久吾高科,0.62,,7.89,8.13,0.21,2984.74,,,03-09
359,002857,三晖电气,0.38,,3.55,11.07,-0.64,2263.12,,,03-08
360,603656,泰禾光电,1.04,,6.34,17.41,0.58,5914.67,,,03-07
361,300737,科顺股份,0.59,,3.05,32.57,-0.02,23944.16,,,03-03
362,603517,绝味食品,0.76,,3.77,21.39,1.37,27276.95,,,02-27
363,603817,海峡环保,0.19,0.0,2.65,7.34,,6333.74,0.41,,02-17
364,603178,圣龙股份,0.31,,2.48,13.21,0.63,4690.76,,,02-14
365,603839,安正时尚,0.81,1.25,,14.64,,17233.71,1.2,,02-13
366,603637,镇海股份,0.63,-3.08,,,,4857.97,-2.21,,02-07
367,300722,新余国科,0.41,,3.41,12.93,-0.27,2457.24,,,02-03
368,300615,欣天科技,0.74,7.25,,24.37,,4444.53,6.71,,01-25
369,300612,宣亚国际,0.51,27.5,,18.64,,2767.6,29.22,,01-25
370,300611,美力科技,0.48,-2.04,,8.41,,3238.12,4.08,,01-25
371,603345,安井食品,0.79,51.92,,14.3,,12734.72,50.02,,01-24
372,603955,大千生态,,,,,,3978.7,14.81,,01-23
373,300608,思特奇,-0.1,-87.18,6.12,,-0.76,-498.85,-87.38,,01-20
374,603040,新坐标,0.74,5.71,,13.68,,3337.09,5.52,,01-19
375,002841,视源股份,1.64,80.22,3.02,62.29,2.08,59464.23,80.57,,01-18
376,300609,汇纳科技,0.25,92.31,,8.58,,1858.13,87.21,,01-18
377,300610,晨化股份,0.61,32.61,5.07,12.81,0.66,4568.25,34.26,,01-17
378,603677,奇精机械,1.02,5.15,,15.17,,6132.64,5.16,,01-16
379,002848,高斯贝尔,0.26,168.46,,5.8,,3307.8,-11.27,,01-16
380,603626,科森科技,0.79,16.65,3.43,26.07,,12510.22,16.64,,01-13
381,603787,新日股份,0.52,,,14.99,1.65,7895.18,,,01-13
382,300601,康泰生物,0.2,42.86,,10.87,,7440.24,44.82,,01-12
383,300578,会畅通讯,0.52,,,18.71,,2781.21,,,01-12
384,300605,恒锋信息,0.38,-6.78,,11.58,,2380.88,-6.78,,01-12
385,603690,至纯科技,0.23,210.81,1.82,13.49,0.15,3584.38,210.45,,01-12
386,603177,德创环保,0.21,,,9.47,,3106.75,44.36,,01-10
387,300606,金太阳,0.4,17.87,,12.53,,2704.59,17.87,,01-10
388,002847,盐津铺子,0.67,31.37,,22.42,,6203.77,33.25,,01-10
389,603579,荣泰健康,2.67,61.82,,,,13991.97,61.23,,01-10
390,002846,英联股份,0.43,22.86,,15.99,,3873.14,23.2,,01-10
391,603429,集友股份,0.65,,3.59,19.99,0.55,3331.15,,,01-10
392,300602,飞荣达,1.01,13.48,,15.77,,7581.18,13.79,,01-09
393,603360,百傲化学,0.73,52.08,,18.29,,7260.08,50.76,,01-09
394,603881,数据港,0.36,20.0,,15.56,,5691.37,18.26,,01-09
395,300598,诚迈科技,0.55,7.84,4.33,13.38,-0.07,3284.5,8.33,,01-09
396,300603,立昂技术,0.21,,3.24,6.82,,1637.89,22.1,,01-09
397,603877,太平鸟,0.57,-13.64,4.3,13.56,-0.04,23849.5,-13.34,,01-06
398,300600,瑞特股份,1.15,10.58,6.68,18.75,,8592.86,9.79,,01-06
399,603228,景旺电子,1.14,26.67,,,,40965.62,26.67,,01-05
400,603358,华达科技,1.67,34.68,9.75,18.11,2.02,20087.76,35.31,,01-05
401,002845,同兴达,0.56,-25.33,5.65,10.39,,4019.62,-25.65,,01-05
402,300597,吉大通信,0.2,0.0,,9.52,,3620.48,1.3,,01-04
403,300595,欧普康视,1.71,,,29.41,,8704.75,31.99,,01-04
404,300599,雄塑科技,0.32,18.52,2.79,11.45,0.06,7237.75,17.92,,01-03
405,603038,华立股份,1.47,47.0,,14.95,,7328.47,45.87,,12-30
406,002843,泰嘉股份,0.27,-12.9,,7.41,,2871.24,-10.55,,12-29
407,603039,泛微网络,0.75,141.94,,15.07,,3744.85,138.44,,12-29
408,603337,杰克股份,1.03,22.62,6.12,17.81,1.5,15984.14,22.09,,12-29
409,601212,白银有色,0.04,-820.0,,1.99,,22542.72,-817.37,,12-28
410,300596,利安隆,0.82,30.16,,16.29,,7345.68,29.01,,12-28
411,300584,海辰药业,0.52,40.54,,,,3119.59,33.25,,12-28
412,300592,华凯创意,0.31,210.0,,9.22,,2826.0,222.05,,12-28
413,300590,移为通信,0.96,-18.94,,38.0,,5768.84,-18.95,,12-27
414,603886,元祖股份,0.82,22.39,,,,14793.02,22.64,,12-27
415,300593,新雷能,0.43,16.22,,11.17,,3745.47,16.91,,12-23
416,002824,和胜股份,0.59,55.26,,13.94,,5353.96,56.76,,12-22
417,603639,海利尔,,,,,,13826.92,13.13,,12-22
418,603628,清源股份,0.24,,2.6,9.56,-0.38,4874.32,,,12-21
