,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
1645,000511,*ST烯碳,-0.0513,-0.0019,,-0.0029,-0.2989
1646,002701,奥瑞金,-0.0516,-0.0045,-0.4168,-0.006999999999999999,-1.5469
1647,603879,永悦科技,-0.0521,-0.0174,-0.6443,-0.1004,-10.0686
1648,600894,广日股份,-0.0521,-0.0049,-0.4779,-0.0204,-2.0622
1649,300242,明家联合,-0.0525,-0.0123,-0.5434,-0.0507,-5.5154
1650,002556,辉隆股份,-0.0525,-0.0185,-3.1774,-0.0264,-2.6634
1651,300434,金石东方,-0.0526,-0.0034,,-0.0191,-1.9227
1652,600748,上实发展,-0.0529,-0.0015,-0.5193,-0.0022,-0.3725
1653,300432,富临精工,-0.053,-0.0055,-0.3025,-0.024,-2.6403
1654,300321,同大股份,-0.0534,-0.0078,-1.3513,-0.0467,-5.5462
1655,603926,铁流股份,-0.0541,-0.0132,-0.3803,-0.0406,-4.5047
1656,002115,三维通信,-0.0544,-0.0047,,-0.0076,-0.9119
1657,300269,联建光电,-0.0544,-0.0051,-0.5466,-0.0182,-1.848
1658,600311,荣华实业,-0.0548,-0.0015,,-0.0123,-1.3247
1659,600071,凤凰光学,-0.055,-0.01,,-0.0207,-2.1883
1660,603999,读者传媒,-0.055,-0.0029,-0.4255,-0.0238,-3.5545
1661,002503,搜于特,-0.0552,-0.0182,-0.8282,-0.0609,-7.1469
1662,603131,上海沪工,-0.0553,-0.0105,-0.457,-0.0564,-5.7074
1663,300246,宝莱特,-0.0556,-0.0128,-0.4359,-0.055999999999999994,-6.0906
1664,601801,皖新传媒,-0.0556,-0.0087,-0.1722,-0.0347,-3.5889
1665,000977,浪潮信息,-0.055999999999999994,-0.0233,-3.0937,-0.0409,-4.3462
1666,002154,报喜鸟,-0.0562,-0.0078,-2.3018,-0.0199,-2.5769
1667,002552,宝鼎科技,-0.0563,-0.0022,,-0.0057,-0.6737
1668,600843,上工申贝,-0.0566,-0.0117,-0.6337,-0.0333,-4.9529
1669,002054,德美化工,-0.0567,-0.012,-6.1684,-0.0376,-5.9824
1670,000902,新洋丰,-0.0567,-0.0187,-0.6569,-0.0613,-6.4011
1671,603822,嘉澳环保,-0.0569,-0.0093,-2.5235,-0.0215,-2.4156
1672,002080,中材科技,-0.057,-0.0056,-0.7884,-0.0094,-1.2698
1673,000939,凯迪生态,-0.0572,-0.0014,-0.4168,-0.0021,-0.5758
1674,603090,宏盛股份,-0.0576,-0.0069,-0.5872,-0.0369,-3.9675
1675,000519,中兵红箭,-0.0576,-0.0036,,-0.0148,-1.5837
1676,002072,凯瑞德,-0.0578,-0.0019,,-0.0022,-0.2231
1677,000726,鲁泰A,-0.0578,-0.0077,-0.4435,-0.0363,-4.3571
1678,300375,鹏翎股份,-0.0579,-0.0101,-0.4663,-0.0557,-7.9243
1679,300056,三维丝,-0.057999999999999996,-0.0018,,-0.0039,-0.4886
1680,002221,东华能源,-0.0588,-0.0153,-1.5935,-0.022000000000000002,-3.4864
1681,002551,尚荣医疗,-0.0589,-0.0084,-0.6192,-0.0181,-2.1896
1682,300126,锐奇股份,-0.0589,-0.0057,-1.8351,-0.0345,-3.6135
1683,002297,博云新材,-0.059000000000000004,-0.0029,,-0.009000000000000001,-0.9671
1684,000949,新乡化纤,-0.0593,-0.01,-1.219,-0.0278,-4.6749
1685,300640,德艺文创,-0.0594,-0.0353,-0.6132,-0.1177,-11.7711
1686,300383,光环新网,-0.0596,-0.0057,-0.6181,-0.0204,-4.9704
1687,600422,昆药集团,-0.0597,-0.0133,-0.764,-0.0419,-5.5991
1688,300402,宝色股份,-0.0598,-0.0043,,-0.008,-0.9735
1689,300666,江丰电子,-0.0599,-0.0106,-0.7357,-0.0196,-2.9989
1690,600307,酒钢宏兴,-0.0607,-0.0148,-2.5261,-0.0198,-2.1749
1691,601958,金钼股份,-0.0609,-0.0098,-34.1055,-0.0489,-11.2311
1692,000937,冀中能源,-0.061,-0.0071,-1.0817,-0.0133,-1.9586
1693,300287,飞利信,-0.0614,-0.0033,-0.3079,-0.0211,-2.3509
1694,603003,龙宇燃油,-0.0616,-0.0372,-11.2293,-0.1499,-15.6067
1695,600093,易见股份,-0.0616,-0.0135,-0.7854,-0.031,-3.8474
1696,000017,深中华A,-0.0617,-0.0272,-4.0156,-0.0409,-4.088
1697,002869,金溢科技,-0.0617,-0.0154,-0.271,-0.038,-4.0721
1698,600233,圆通速递,-0.062,-0.0202,-0.7755,-0.0978,-9.9538
1699,300012,华测检测,-0.0621,-0.0076,-2.7882,-0.0385,-4.2860000000000005
1700,002272,川润股份,-0.0623,-0.0061,-3.1522,-0.0217,-2.5016
1701,000883,湖北能源,-0.063,-0.004,-0.3557,-0.0112,-1.9065
1702,601677,明泰铝业,-0.0633,-0.0211,-1.7092,-0.0604,-6.1024
1703,600395,盘江股份,-0.0638,-0.0078,-0.3513,-0.018000000000000002,-2.6319
1704,000155,川化股份,-0.0642,-0.0208,-2.4585,-0.4523,-45.2275
1705,002458,益生股份,-0.0645,-0.006999999999999999,-4.1902,-0.0298,-3.4582
1706,002712,思美传媒,-0.0647,-0.0113,-0.8370000000000001,-0.0271,-2.9292
1707,000720,新能泰山,-0.0647,-0.0074,,-0.0095,-1.8146
1708,000912,*ST天化,-0.0648,-0.0068,-32.1684,-0.0069,-1.248
1709,002803,吉宏股份,-0.0648,-0.0155,-1.36,-0.0372,-4.0644
1710,300533,冰川网络,-0.0651,-0.003,-0.179,-0.0247,-2.4737
1711,000926,福星股份,-0.0654,-0.0043,-0.5077,-0.0059,-1.2691
1712,002441,众业达,-0.0661,-0.018000000000000002,-1.0666,-0.0703,-7.1323
1713,000677,恒天海龙,-0.0666,-0.0108,-1.9526,-0.048,-5.5192
1714,603919,金徽酒,-0.0667,-0.0142,-0.2712,-0.0738,-7.485
1715,300472,新元科技,-0.067,-0.005,-1.4013,-0.0142,-1.5301
1716,002462,嘉事堂,-0.0673,-0.0261,-1.681,-0.043,-4.3053
1717,300077,国民技术,-0.0675,-0.0039,-0.5961,-0.0418,-4.4297
1718,002641,永高股份,-0.0675,-0.0124,-9.1998,-0.0287,-3.08
1719,002035,华帝股份,-0.0677,-0.0215,-0.9668,-0.0445,-4.4972
1720,603611,诺力股份,-0.0677,-0.0113,-0.8595,-0.0285,-2.9389
1721,002006,精功科技,-0.0679,-0.0065,-1.0359,-0.013999999999999999,-1.4118
1722,300431,暴风集团,-0.068,-0.0133,,-0.0195,-2.3679
1723,300414,中光防雷,-0.068,-0.005,-0.5770000000000001,-0.0416,-5.0006
1724,002425,凯撒文化,-0.0682,-0.0021,-0.2338,-0.0121,-1.4134
1725,600693,东百集团,-0.0683,-0.0094,-1.2772,-0.0143,-1.9774
1726,300037,新宙邦,-0.0683,-0.009000000000000001,-0.3791,-0.0396,-4.6221
1727,600814,杭州解百,-0.0685,-0.0207,-1.4716,-0.0575,-5.8839
1728,002895,川恒股份,-0.0688,-0.0078,-0.5186,-0.0303,-4.0671
1729,600235,民丰特纸,-0.0689,-0.0117,-4.0596,-0.0264,-3.1187
1730,002180,纳思达,-0.0696,-0.0071,,-0.0075,-2.5312
1731,600597,光明乳业,-0.0697,-0.023,-1.7566,-0.0379,-5.2437
1732,603331,百达精工,-0.0697,-0.0151,-0.5986,-0.0299,-3.0549
1733,002800,天顺股份,-0.0698,-0.0202,-1.5481,-0.061,-7.3742
1734,300147,香雪制药,-0.0699,-0.0038,-1.075,-0.0066,-0.8235
1735,000584,哈工智能,-0.0705,-0.0071,,-0.0243,-2.5487
1736,002242,九阳股份,-0.0705,-0.0212,-0.745,-0.0814,-8.2025
1737,002620,瑞和股份,-0.0708,-0.0105,-1.0732,-0.0259,-2.5913
1738,002108,沧州明珠,-0.0708,-0.0125,-0.36,-0.0478,-6.5014
1739,002120,韵达股份,-0.0712,-0.0205,-0.4802,-0.0528,-5.3715
1740,603222,济民制药,-0.0714,-0.0078,-1.0657,-0.0255,-4.5129
1741,300548,博创科技,-0.0717,-0.0096,-0.315,-0.0745,-8.0877
1742,002125,湘潭电化,-0.0719,-0.0046,-1.8230000000000002,-0.0087,-1.2195
1743,002412,汉森制药,-0.07200000000000001,-0.0084,-0.484,-0.0352,-3.7104
1744,603165,荣晟环保,-0.0724,-0.0344,-0.3624,-0.1616,-17.4092
1745,600022,山东钢铁,-0.0724,-0.0254,-2.5804,-0.05,-5.7435
1746,002153,石基信息,-0.0727,-0.0065,-0.644,-0.0373,-5.0629
1747,002519,银河电子,-0.0727,-0.0057,-0.7264,-0.0246,-2.4963
1748,000570,苏常柴A,-0.0727,-0.0134,-1.4915,-0.0348,-3.944
1749,601003,柳钢股份,-0.0729,-0.0279,-3.2542,-0.0351,-3.806
1750,000973,佛塑科技,-0.0729,-0.009000000000000001,-1.6868,-0.018000000000000002,-3.6342
1751,300549,优德精密,-0.0729,-0.0133,-0.4275,-0.0503,-5.0583
1752,600835,上海机电,-0.0731,-0.0085,-0.7077,-0.0133,-1.3583
1753,300119,瑞普生物,-0.0734,-0.0061,-0.452,-0.0272,-3.2887
1754,603096,新经典,-0.0746,-0.017,-0.3136,-0.1256,-12.5623
1755,600207,安彩高科,-0.0749,-0.0147,,-0.0862,-10.9469
1756,300597,吉大通信,-0.0752,-0.0059,-1.9284,-0.0284,-2.8445
1757,002463,沪电股份,-0.0756,-0.0151,-1.6446,-0.0418,-5.9787
1758,600353,旭光股份,-0.0756,-0.012,-1.0821,-0.0477,-4.898
1759,002653,海思科,-0.0759,-0.0055,-0.4673,-0.0144,-2.0545
1760,300014,亿纬锂能,-0.0759,-0.0083,-0.6701,-0.0142,-2.3924
1761,002081,金螳螂,-0.0767,-0.013000000000000001,-0.7103,-0.0222,-2.2214
1762,300456,耐威科技,-0.0768,-0.0047,-0.9308,-0.0195,-2.8567
1763,300174,元力股份,-0.0768,-0.0125,-0.8759,-0.0309,-3.4478
1764,002253,川大智胜,-0.0772,-0.0022,-0.7103,-0.0171,-2.5311
1765,002623,亚玛顿,-0.0775,-0.006,-3.1893,-0.0123,-1.6111
1766,300463,迈克生物,-0.0783,-0.0103,-0.3318,-0.0779,-8.3478
1767,601882,海天精工,-0.0783,-0.0097,-1.7166,-0.0213,-2.3683
1768,300329,海伦钢琴,-0.0787,-0.0077,-0.7219,-0.055999999999999994,-5.7365
1769,002456,欧菲科技,-0.0787,-0.0194,-2.5581,-0.0288,-3.6651
1770,002666,德联集团,-0.079,-0.0099,-1.1281,-0.0425,-4.2532
1771,002123,梦网集团,-0.0793,-0.0067,-1.1381,-0.0269,-3.1542
1772,000705,浙江震元,-0.0793,-0.0236,-4.3877,-0.0643,-6.6434
1773,600300,维维股份,-0.0795,-0.0128,-1.1479,-0.0209,-2.2613
1774,600313,农发种业,-0.0796,-0.0188,,-0.0466,-5.1556
1775,603019,中科曙光,-0.08,-0.0106,-4.3478,-0.021,-2.4877
1776,002603,以岭药业,-0.0802,-0.0133,-0.4824,-0.0946,-11.3088
1777,000731,四川美丰,-0.0805,-0.0135,-1.7752,-0.0351,-5.5585
1778,000906,浙商中拓,-0.0806,-0.0814,-17.4408,-0.1034,-11.2214
1779,300453,三鑫医疗,-0.0812,-0.0106,-1.0221,-0.0904,-9.6515
1780,603978,深圳新星,-0.0814,-0.0154,-0.7171,-0.0496,-5.7985
1781,603085,天成自控,-0.0815,-0.0074,-1.1547,-0.04,-3.9994
1782,002187,广百股份,-0.0818,-0.0323,-2.8127,-0.0896,-9.2946
1783,000936,华西股份,-0.0823,-0.0062,-2.8939999999999997,-0.0126,-2.4397
1784,601616,广电电气,-0.0823,-0.0042,-10.6016,-0.0285,-2.9907
1785,600573,惠泉啤酒,-0.0826,-0.008,,-0.0952,-9.8521
1786,002157,正邦科技,-0.0826,-0.0306,-2.9532,-0.0624,-9.9696
1787,002722,金轮股份,-0.0826,-0.0143,-1.3858,-0.0492,-4.9961
1788,000059,华锦股份,-0.0826,-0.0196,-1.3819,-0.0303,-3.2283
1789,600387,海越股份,-0.0827,-0.0258,-8.0013,-0.0319,-6.1871
1790,600679,上海凤凰,-0.0827,-0.013000000000000001,-1.5345,-0.0469,-5.6567
1791,002139,拓邦股份,-0.083,-0.0164,-1.1226,-0.0584,-5.9268
1792,600758,红阳能源,-0.0831,-0.0115,-0.5382,-0.017,-2.1954
1793,002240,威华股份,-0.0832,-0.0099,-29.4333,-0.0252,-2.8991
1794,002577,雷柏科技,-0.0834,-0.0095,-1.2628,-0.086,-9.4166
1795,000551,创元科技,-0.0836,-0.0131,-1.6314,-0.0274,-3.0696
1796,300562,乐心医疗,-0.0837,-0.0219,-1.4624,-0.1032,-10.7387
1797,000719,中原传媒,-0.084,-0.0125,-1.4248,-0.0353,-4.2703
1798,600764,中国海防,-0.0842,-0.0052,-0.3582,-0.0112,-1.1914
1799,002518,科士达,-0.0843,-0.0117,-0.664,-0.0409,-5.1911
1800,601966,玲珑轮胎,-0.0846,-0.0149,-1.1181,-0.0262,-3.2493
1801,002471,中超控股,-0.0849,-0.0118,-10.3526,-0.0182,-2.0127
1802,603656,泰禾光电,-0.0854,-0.0075,-0.531,-0.0631,-6.6472
1803,300208,恒顺众昇,-0.0858,-0.011000000000000001,-0.2865,-0.0249,-2.7674
1804,603166,福达股份,-0.0861,-0.0081,-0.8288,-0.0197,-2.349
1805,300239,东宝生物,-0.0861,-0.008,-1.1569,-0.0643,-8.8303
1806,002380,科远股份,-0.0867,-0.0034,-1.1593,-0.0319,-3.4143
1807,002171,楚江新材,-0.0867,-0.045,-2.2961,-0.2033,-21.410999999999998
1808,002655,共达电声,-0.0876,-0.0118,-7.2119,-0.0253,-2.5318
1809,300158,振东制药,-0.0877,-0.009000000000000001,-1.1242,-0.038,-4.7744
1810,600133,东湖高新,-0.0879,-0.0053,-0.1592,-0.0062,-0.8989
1811,600689,上海三毛,-0.08800000000000001,-0.0322,-0.6141,-0.0841,-10.0542
1812,603969,银龙股份,-0.0882,-0.0193,-1.0636,-0.203,-24.4695
1813,603716,塞力斯,-0.0884,-0.0131,-0.997,-0.0644,-7.2267
1814,000789,万年青,-0.0885,-0.0122,-2.6372,-0.0254,-3.6854
1815,002263,大东南,-0.0886,-0.0049,,-0.0157,-1.6963
1816,300522,世名科技,-0.0886,-0.0092,-0.4371,-0.1496,-17.2665
1817,002521,齐峰新材,-0.0886,-0.0161,-1.7807,-0.0854,-8.7553
1818,002888,惠威科技,-0.0892,-0.0158,-0.7737,-0.0888,-8.8835
1819,002548,金新农,-0.0893,-0.023,-1.4205,-0.0593,-7.337000000000001
1820,000856,冀东装备,-0.0894,-0.0221,-10.3949,-0.0281,-2.8314
1821,603239,浙江仙通,-0.0896,-0.0161,-0.2835,-0.1293,-13.0378
1822,002281,光迅科技,-0.0896,-0.0229,-1.1868,-0.0585,-6.4844
1823,601005,*ST重钢,-0.0898,-0.0041,,-0.004,-0.5543
1824,000905,厦门港务,-0.0903,-0.0372,-6.7885,-0.0683,-10.8243
1825,300340,科恒股份,-0.0906,-0.0123,-1.4202,-0.0269,-2.7201
1826,000681,视觉中国,-0.0907,-0.0029,-0.3523,-0.009000000000000001,-1.9222
1827,600097,开创国际,-0.0913,-0.0175,,-0.0327,-4.6481
1828,600119,长江投资,-0.0914,-0.0241,-5.6336,-0.0425,-5.1502
1829,000850,华茂股份,-0.0915,-0.0052,-6.2635,-0.0129,-1.9482
1830,000938,紫光股份,-0.092,-0.0194,-1.354,-0.077,-8.4665
1831,600482,中国动力,-0.0924,-0.0112,-1.9432,-0.0348,-4.3937
1832,300209,天泽信息,-0.0926,-0.0049,-3.9506,-0.0303,-3.0935
1833,300585,奥联电子,-0.0928,-0.0142,-0.5014,-0.06,-7.191
1834,603811,诚意药业,-0.0929,-0.012,-0.5393,-0.1284,-13.3759
1835,600823,世茂股份,-0.0933,-0.0031,-0.6135,-0.005,-0.6851
1836,600158,中体产业,-0.0935,-0.0027,,-0.0055,-0.5738
1837,600429,三元股份,-0.0935,-0.0171,-267.111,-0.0494,-6.7725
1838,603799,华友钴业,-0.0937,-0.0148,-0.6583,-0.0255,-2.7933
1839,600885,宏发股份,-0.0938,-0.0189,-0.5609,-0.0662,-6.9423
1840,600150,中国船舶,-0.094,-0.0074,,-0.0108,-2.6743
1841,000600,建投能源,-0.0942,-0.009000000000000001,-0.8716,-0.0167,-3.3933
1842,002141,贤丰控股,-0.0953,-0.0161,-13.3762,-0.2464,-26.6661
1843,002261,拓维信息,-0.0953,-0.0065,-0.4036,-0.0608,-9.0955
1844,601811,新华文轩,-0.0955,-0.0121,-0.8034,-0.0388,-4.0002
1845,002483,润邦股份,-0.0956,-0.0088,-0.9962,-0.0219,-2.5536
1846,300022,吉峰农机,-0.0958,-0.0164,-5.9094,-0.0199,-1.9987
1847,002707,众信旅游,-0.096,-0.0521,-3.6247,-0.1022,-10.3961
1848,002846,英联股份,-0.096,-0.0127,-0.6576,-0.0843,-9.0954
1849,300346,南大光电,-0.0962,-0.0018,-1.0298,-0.036000000000000004,-10.1693
1850,000702,正虹科技,-0.0963,-0.0357,,-0.1078,-11.6879
1851,600984,建设机械,-0.0964,-0.0044,,-0.0103,-1.0739
1852,600499,科达洁能,-0.0964,-0.0162,-0.8354,-0.0322,-3.6331
1853,300221,银禧科技,-0.0965,-0.0134,-0.9908,-0.0368,-4.0993
1854,000020,深华发A,-0.0965,-0.0286,-43.9296,-0.0566,-5.7074
1855,000676,智度股份,-0.0967,-0.0168,-0.9384,-0.0538,-8.1563
1856,300247,乐金健康,-0.09699999999999999,-0.0075,-1.2842,-0.0421,-4.3472
1857,601208,东材科技,-0.0972,-0.0141,-0.7983,-0.0663,-10.4609
1858,000630,铜陵有色,-0.0974,-0.0396,-8.5826,-0.0656,-7.6748
1859,300083,劲胜智能,-0.0976,-0.016,-1.0789,-0.034,-3.7664
1860,603878,武进不锈,-0.098,-0.0096,-2.5857,-0.0566,-6.3652
1861,600125,铁龙物流,-0.0981,-0.0256,-2.2868,-0.0747,-11.0554
1862,300220,金运激光,-0.0983,-0.0114,-1.3319999999999999,-0.0455,-4.6182
1863,600079,人福医药,-0.0984,-0.0118,-1.208,-0.0213,-3.0012
1864,601700,风范股份,-0.0986,-0.0091,-0.9023,-0.0217,-2.2311
1865,002788,鹭燕医药,-0.0988,-0.0434,-6.8685,-0.0699,-7.069
1866,600279,重庆港九,-0.0989,-0.0153,-3.52,-0.0322,-5.6966
1867,603518,维格娜丝,-0.099,-0.0049,-0.9589,-0.0067,-2.485
1868,600056,中国医药,-0.0992,-0.0326,-1.7356,-0.0547,-6.5118
1869,000637,茂化实华,-0.0994,-0.0888,-2.7989,-0.4198,-50.8591
1870,000935,四川双马,-0.1004,-0.0099,,-0.0256,-2.6566
1871,002068,黑猫股份,-0.1004,-0.023,-2.6987,-0.035,-3.6532
1872,300331,苏大维格,-0.1005,-0.0106,-1.8311,-0.0418,-4.6116
1873,002326,永太科技,-0.1008,-0.0096,-0.3241,-0.019,-2.11
1874,002709,天赐材料,-0.1009,-0.0149,-0.5982,-0.0499,-5.0851
1875,000903,云内动力,-0.10099999999999999,-0.0172,-1.3733,-0.0335,-4.4361
1876,603609,禾丰牧业,-0.1018,-0.0485,-3.8204,-0.1223,-12.5401
1877,600866,星湖科技,-0.1019,-0.0069,,-0.0182,-2.1399
1878,002520,日发精机,-0.1024,-0.0098,-1.7826,-0.0325,-3.7045
1879,002799,环球印务,-0.1026,-0.016,-1.7843,-0.07,-7.0042
1880,600373,中文传媒,-0.1027,-0.0157,-0.6302,-0.0403,-5.2342
1881,600477,杭萧钢构,-0.1028,-0.0141,-0.6871,-0.0241,-2.511
1882,000796,凯撒旅游,-0.1029,-0.0321,-4.7956,-0.0539,-5.3984
1883,002505,大康农业,-0.1034,-0.0282,-5.507999999999999,-0.0425,-4.9328
1884,300600,瑞特股份,-0.1035,-0.0107,-0.3826,-0.0606,-6.1386
1885,600681,百川能源,-0.1035,-0.0135,-0.6159,-0.0316,-3.7856
1886,600637,东方明珠,-0.1037,-0.0104,-0.7799,-0.0488,-5.0422
1887,600058,五矿发展,-0.1039,-0.0439,-198.3479,-0.0545,-5.5476
1888,002749,国光股份,-0.1048,-0.0145,-0.3779,-0.1756,-18.6144
1889,600513,联环药业,-0.105,-0.0134,-1.0677,-0.0716,-7.9875
1890,002271,东方雨虹,-0.1058,-0.0181,-2.0436,-0.0434,-4.4175
1891,002727,一心堂,-0.1059,-0.0339,-1.975,-0.0626,-8.4847
1892,002705,新宝股份,-0.1062,-0.0293,-2.8877,-0.0682,-6.8224
1893,603308,应流股份,-0.1062,-0.0057,-1.2188,-0.0101,-1.2263
1894,002838,道恩股份,-0.1063,-0.0214,-0.9234,-0.1113,-14.083
1895,000786,北新建材,-0.1065,-0.013000000000000001,-1.2504,-0.0473,-6.8903
1896,002292,奥飞娱乐,-0.1065,-0.0114,-2.2934,-0.0284,-3.8025
1897,600839,四川长虹,-0.1065,-0.0282,-10.5754,-0.0416,-4.4024
1898,300507,苏奥传感,-0.107,-0.0169,-0.5466,-0.1122,-11.762
1899,600667,太极实业,-0.1076,-0.0133,-3.9838,-0.0222,-2.7361
1900,300342,天银机电,-0.1076,-0.0133,-0.3976,-0.0851,-9.1066
1901,000550,江铃汽车,-0.1078,-0.036000000000000004,-3.8466,-0.0746,-7.6094
1902,600576,祥源文化,-0.1088,-0.008,-0.6713,-0.0864,-8.7178
1903,603603,博天环境,-0.1088,-0.0073,-2.1402,-0.0102,-1.314
1904,002547,春兴精工,-0.1089,-0.0107,-2.9193,-0.0216,-2.1698
1905,002327,富安娜,-0.109,-0.0134,-0.5927,-0.0667,-6.9401
1906,300006,莱美药业,-0.109,-0.0102,-1.3262,-0.028999999999999998,-3.5053
1907,002817,黄山胶囊,-0.1092,-0.0118,-0.6387,-0.1257,-16.6216
1908,600259,广晟有色,-0.1094,-0.035,-35.9677,-0.0612,-7.2418
1909,300324,旋极信息,-0.1096,-0.0092,-0.5898,-0.0363,-4.004
1910,000828,东莞控股,-0.1097,-0.0038,-0.1688,-0.0088,-1.3448
1911,002298,中电鑫龙,-0.1097,-0.0073,-1.4762,-0.0425,-4.8164
1912,600198,大唐电信,-0.1099,-0.0139,,-0.0173,-2.4091
1913,002616,长青集团,-0.1101,-0.0156,-2.1077,-0.0374,-4.6994
1914,600335,国机汽车,-0.1107,-0.0798,-9.1169,-0.1323,-16.8061
1915,000536,华映科技,-0.1108,-0.006,-2.1807,-0.0183,-1.8568
1916,002260,德奥通航,-0.1108,-0.0166,,-0.0239,-2.9766
1917,002438,江苏神通,-0.1112,-0.0074,-1.1340000000000001,-0.0276,-3.2925
1918,000029,深深房A,-0.1113,-0.0079,-0.8735,-0.0233,-2.6065
1919,002899,英派斯,-0.1114,-0.0256,-1.1251,-0.0758,-7.6983
1920,002359,北讯集团,-0.1115,-0.0157,,-0.0322,-3.2546
1921,002332,仙琚制药,-0.1119,-0.0177,-4.7622,-0.048,-4.9531
1922,600241,时代万恒,-0.1122,-0.0132,,-0.0196,-2.6484
1923,002540,亚太科技,-0.1124,-0.0259,-1.2225,-0.2769,-31.4094
1924,002086,东方海洋,-0.1125,-0.0041,-10.3977,-0.0165,-2.545
1925,300265,通光线缆,-0.1125,-0.0186,-3.2501,-0.034,-3.4911
1926,002511,中顺洁柔,-0.1129,-0.0258,-1.5481,-0.0676,-13.3856
1927,600841,上柴股份,-0.113,-0.0152,-3.0291,-0.0383,-4.1246
1928,603108,润达医疗,-0.1131,-0.0189,-1.9969,-0.0395,-4.4029
1929,300040,九洲电气,-0.1132,-0.0095,-1.1894,-0.0264,-2.8967
1930,002678,珠江钢琴,-0.1141,-0.0161,-1.0249,-0.0524,-5.9289
1931,600768,宁波富邦,-0.1143,-0.0289,,-0.0314,-3.3618
1932,002064,华峰氨纶,-0.1144,-0.0209,-1.1365,-0.0501,-6.3801
1933,002594,比亚迪,-0.1149,-0.0165,-3.095,-0.0269,-3.2998
1934,600363,联创光电,-0.115,-0.0178,-1.3022,-0.0456,-4.6752
1935,600493,凤竹纺织,-0.1156,-0.0196,-4.6284,-0.0719,-7.3573
1936,300593,新雷能,-0.1156,-0.0118,-1.8259,-0.0424,-7.0113
1937,002226,江南化工,-0.1159,-0.0058,-2.9279,-0.0328,-4.1546
1938,600530,交大昂立,-0.1159,-0.0036,-0.2529,-0.012,-1.7342
1939,300256,星星科技,-0.1161,-0.0212,-18.2658,-0.0375,-4.2497
1940,603800,道森股份,-0.1161,-0.0131,-2.5385,-0.0446,-4.5884
1941,002150,通润装备,-0.1165,-0.0235,-1.4929,-0.1175,-11.9998
1942,603225,新凤鸣,-0.1165,-0.0553,-2.3499,-0.0867,-11.0498
1943,002409,雅克科技,-0.1167,-0.0169,-1.4303,-0.0737,-7.756
1944,600521,华海药业,-0.1169,-0.0187,-1.0592,-0.0561,-7.6764
1945,300306,远方信息,-0.1172,-0.0058,-0.498,-0.051,-5.2799
1946,600226,瀚叶股份,-0.1172,-0.0063,-0.3826,-0.0197,-2.2228
1947,002685,华东重机,-0.1173,-0.0534,-8.5973,-0.1773,-17.7279
1948,002885,京泉华,-0.1174,-0.0337,-1.5187,-0.0717,-9.1743
1949,300625,三雄极光,-0.1175,-0.017,-1.893,-0.0781,-8.0323
1950,002565,顺灏股份,-0.1175,-0.0121,-2.1468,-0.0302,-3.1264
1951,002217,合力泰,-0.1177,-0.018000000000000002,-1.3691,-0.0437,-5.8636
1952,000510,金路集团,-0.11800000000000001,-0.0342,-1.9721,-0.099,-10.6698
1953,600739,辽宁成大,-0.11800000000000001,-0.011000000000000001,-0.5696,-0.0271,-3.0417
1954,002124,天邦股份,-0.11800000000000001,-0.0152,-1.2670000000000001,-0.0475,-4.7879
1955,600397,安源煤业,-0.11800000000000001,-0.0144,,-0.0176,-2.6531
1956,601038,一拖股份,-0.1184,-0.0228,-4.6848,-0.0381,-4.2878
1957,300131,英唐智控,-0.1187,-0.0376,-4.1078,-0.0777,-7.7707
1958,002407,多氟多,-0.1189,-0.0142,-1.1037,-0.0298,-5.8661
1959,000797,中国武夷,-0.1189,-0.0058,-0.9035,-0.0073,-1.1719
1960,600778,友好集团,-0.1199,-0.0311,,-0.0393,-5.2841
1961,600710,ST常林,-0.1201,-0.0485,-11.8313,-0.057999999999999996,-6.3446
1962,300636,同和药业,-0.1203,-0.0111,-0.5865,-0.0662,-8.04
1963,600280,中央商场,-0.1203,-0.0141,-4.9638,-0.0158,-1.8365
1964,000835,长城动漫,-0.1208,-0.0051,-0.3184,-0.0071,-1.042
1965,002179,中航光电,-0.1213,-0.0198,-0.8744,-0.0441,-4.8092
1966,300201,海伦哲,-0.1214,-0.0142,-21.3833,-0.035,-4.3204
1967,601008,连云港,-0.1218,-0.0051,-8.8795,-0.0094,-1.8854
1968,000967,盈峰环境,-0.1219,-0.0176,-1.6222,-0.039,-5.2295
1969,000717,韶钢松山,-0.1219,-0.0433,-3.818,-0.0452,-4.7594
1970,600271,航天信息,-0.122,-0.0358,-1.3126,-0.0956,-13.9718
1971,300296,利亚德,-0.1223,-0.0127,-0.7987,-0.0224,-2.8803
1972,002203,海亮股份,-0.1227,-0.0454,-2.9313,-0.0716,-7.4788
1973,601996,丰林集团,-0.1227,-0.013999999999999999,-1.4159,-0.0712,-12.8007
1974,000963,华东医药,-0.1233,-0.0578,-1.561,-0.1249,-14.609000000000002
1975,603277,银都股份,-0.1235,-0.0374,-0.8988,-0.1337,-14.895999999999999
1976,002309,中利集团,-0.1235,-0.0148,,-0.0193,-2.444
1977,000612,焦作万方,-0.1239,-0.0177,-4.1208,-0.0475,-9.0008
1978,002513,蓝丰生化,-0.1243,-0.0118,-2.33,-0.031,-3.5976
1979,603886,元祖股份,-0.1243,-0.0189,,-0.0486,-5.0565
