,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
47,603916,苏博特,0.5,21.95,5.41,9.84,0.46,11507.12,21.99,,11-09
48,300716,国立科技,0.48,0.0,6.09,8.15,0.82,3815.6,3.79,,11-08
49,300719,安达维尔,0.06,18.25,3.23,1.9,-1.03,767.43,24.26,,11-08
50,300727,润禾材料,0.47,34.29,3.83,13.21,-0.14,3465.52,41.33,,11-07
51,603685,晨丰科技,1.18,31.11,,23.5,,8854.57,30.6,,11-06
52,600903,贵州燃气,0.15,87.5,3.3,4.51,0.5,10235.87,92.94,,11-06
53,300717,华信新材,0.68,11.48,6.15,11.78,0.52,3287.6,11.63,,11-03
54,300720,海川智能,0.44,25.71,4.41,10.09,0.42,2357.52,24.62,,11-03
55,603507,振江股份,1.12,1.36,6.67,18.29,0.27,10537.62,1.37,,11-03
56,603856,东宏股份,0.69,23.21,6.25,11.03,-0.78,10228.39,24.47,,11-03
57,300718,长盛轴承,1.24,65.33,7.55,17.22,0.9,9303.65,65.84,,11-03
58,603659,璞泰来,0.88,69.23,3.58,27.94,-0.11,32393.25,68.3,,11-02
59,603937,丽岛新材,0.45,,,,,7072.08,,,11-01
60,600239,云南城投,-0.23,-49.15,,-8.56,,-37569.41,-23.74,,10-31
61,002555,三七互娱,0.57,59.0,,22.35,,121133.93,61.04,,10-31
62,000333,美的集团,2.31,15.5,,22.61,,1499817.5,17.1,,10-31
63,600259,广晟有色,0.03,-106.67,,0.42,,818.36,-106.92,,10-31
64,000504,南华生物,-0.07,29.78,,,,-2049.08,29.61,,10-31
65,000524,岭南控股,0.21,94.44,,7.6,,14118.41,384.99,,10-31
66,002619,艾格拉斯,0.15,0.0,,6.65,,23573.32,91.31,,10-31
67,000543,皖能电力,0.06,-86.98,,0.92,,10055.09,-86.99,,10-31
68,000995,皇台酒业,-0.38,-37.7,,,,-6740.36,-37.74,,10-31
69,601595,上海电影,0.41,-31.67,,7.85,,15432.45,-13.26,,10-31
70,603611,诺力股份,0.64,-14.67,,7.9,,11942.1,-0.78,,10-31
71,000561,烽火电子,0.01,-91.55,,0.53,,609.67,-91.35,,10-31
72,600354,敦煌种业,0.24,-170.45,,,,12416.91,-170.42,,10-31
73,600016,民生银行,1.1,2.8,9.89,11.52,,4024300.0,2.76,,10-31
74,600390,五矿资本,0.62,187.7,,7.41,,211127.62,2070.97,,10-31
75,000626,远大控股,0.41,-46.93,,8.23,,24334.41,-35.31,,10-31
76,600035,楚天高速,0.29,31.82,,8.8,,48299.99,49.45,,10-31
77,603777,来伊份,0.42,-6.67,,5.28,,10016.06,24.94,,10-31
78,603813,原尚股份,0.57,54.05,,11.1,,3794.99,56.92,,10-31
79,000676,智度股份,0.34,37.43,,6.96,,33008.89,119.79,,10-31
80,600077,宋都股份,0.01,-81.25,,0.44,,1564.65,-81.64,,10-31
81,600466,蓝光发展,0.22,129.38,,5.2,,54777.81,161.81,,10-31
82,600095,哈高科,0.02,-152.96,,0.85,,615.71,-153.16,,10-31
83,002458,益生股份,-0.55,-135.71,,-13.28,,-18514.28,-136.67,,10-31
84,600150,中国船舶,-0.21,-33.12,,-1.98,,-29266.99,-32.93,,10-31
85,603989,艾华集团,0.75,11.66,,12.54,,22402.42,11.66,,10-31
86,600543,莫高股份,0.08,14.29,,2.21,,2463.14,13.84,,10-31
87,600895,张江高科,0.25,0.0,,4.72,,39454.99,1.72,,10-31
88,600562,国睿科技,0.27,-3.57,,7.47,,12922.51,-2.98,,10-31
89,600960,渤海活塞,0.17,144.86,,3.73,,16292.73,334.97,,10-31
90,603226,菲林格尔,0.85,3.66,,11.96,,6138.17,15.4,,10-31
91,600186,莲花健康,-0.1,143.03,0.03,-131.55,0.01,-10917.04,143.29,,10-31
92,600203,福日电子,0.12,-29.41,,2.42,,5400.53,-26.63,,10-31
93,002522,浙江众成,0.07,-12.5,,3.88,,6593.64,-11.36,,10-31
94,000049,德赛电池,0.91,39.66,,15.26,,18626.7,39.67,,10-31
95,000897,津滨发展,-0.03,-192.57,,-3.8,,-4841.99,-192.82,,10-31
96,603363,傲农生物,0.25,38.89,,16.63,,9046.02,42.97,,10-31
97,600639,浦东金桥,0.49,15.65,,6.1,,54651.22,15.65,,10-31
98,000423,东阿阿胶,1.91,1.68,,14.36,,124659.6,1.69,,10-31
99,000935,四川双马,0.12,100.0,,3.39,,9368.63,102.0,,10-31
100,000510,金路集团,0.06,118.92,,4.79,,3947.24,118.55,,10-31
101,601288,农业银行,0.49,4.26,4.08,12.26,,16001000.0,3.79,,10-31
102,600302,标准股份,-0.0,-97.72,,-0.07,,-82.91,-97.75,,10-31
103,000979,中弘股份,0.01,-67.43,,0.84,,8268.32,-48.75,,10-31
104,601398,工商银行,0.64,1.59,5.62,11.65,,22799900.0,2.34,,10-31
105,603598,引力传媒,0.11,0.0,,5.03,,3057.43,7.44,,10-31
106,600320,振华重工,0.04,0.0,,1.13,,17097.85,9.9,,10-31
107,600727,鲁北化工,0.13,160.0,,4.13,,4579.51,147.53,,10-31
108,002335,科华恒盛,1.3,225.0,,11.0,,35151.26,253.41,,10-31
109,000592,平潭发展,0.01,-49.09,,0.34,,1078.26,-49.39,,10-31
110,600743,华远地产,0.2,23.93,,6.88,,47350.48,35.16,,10-31
111,000611,天首发展,-0.03,-60.78,,-2.69,,-972.72,-60.67,,10-31
112,600760,中航沈飞,-0.11,120.0,,-9.35,,-3923.83,125.85,,10-31
113,601901,方正证券,0.16,-50.0,4.52,3.66,0.58,133063.04,-50.07,,10-31
114,601988,中国银行,0.47,6.82,4.69,10.26,1.29,14550600.0,7.93,,10-31
115,603009,北特科技,0.23,-29.75,,3.1,,4002.14,4.88,,10-31
116,600448,华纺股份,0.02,-33.33,,1.25,,1401.46,21.89,,10-31
117,000681,视觉中国,0.23,32.1,,6.84,,16263.33,32.12,,10-31
118,002415,海康威视,0.67,-17.16,,22.38,,615281.42,26.86,,10-31
119,600100,同方股份,-0.06,-103.62,,-0.86,,-18428.06,-103.62,,10-31
120,600728,佳都科技,0.03,4700.0,,1.81,,5352.03,4877.07,,10-31
121,601717,郑煤机,0.19,137.5,,3.06,,31915.88,149.06,,10-31
122,000593,大通燃气,0.01,-6.67,,0.45,,498.23,8.5,,10-31
123,002031,巨轮智能,0.02,48.36,,1.35,,3991.89,49.19,,10-31
124,601857,中国石油,0.09,800.0,,1.45,,1736200.0,907.08,,10-31
125,600761,安徽合力,0.47,-4.08,,7.81,,34466.93,13.66,,10-31
126,601908,京运通,0.18,20.0,,5.68,,36472.93,21.26,,10-31
127,000632,三木集团,0.0,38.71,,0.16,,201.86,42.02,,10-31
128,601989,中国重工,0.06,28.26,,1.87,,110522.28,30.52,,10-31
129,603010,万盛股份,0.39,-9.3,,9.35,,10009.17,-7.84,,10-31
130,002416,爱施德,0.26,84.36,,5.02,,26794.15,90.32,,10-31
131,002111,威海广泰,0.42,16.67,,5.86,,15921.74,21.53,,10-31
132,002432,九安医疗,-0.2,-20.0,,-5.91,,-8743.21,-11.28,,10-31
133,603926,铁流股份,0.86,-4.44,,11.24,,8908.44,9.78,,10-31
134,600885,宏发股份,1.1,22.22,,12.08,,58336.99,21.95,,10-31
135,600157,永泰能源,0.03,-12.89,,1.72,,41160.2,-10.75,,10-31
136,002180,纳思达,-0.51,-295.96,,-35.11,,-50702.2,-297.12,,10-31
137,600975,新五丰,0.08,-74.19,,4.28,,5259.98,-74.42,,10-31
138,000066,中国长城,0.1,400.49,,4.71,,29916.54,1013.0,,10-31
139,603336,宏辉果蔬,0.39,-13.33,,6.85,,5176.09,15.21,,10-31
140,600234,ST山水,-0.05,-1451.35,,-11.34,,-1036.43,-1466.92,,10-31
141,000157,中联重科,0.17,-270.0,,3.42,,128233.27,-259.84,,10-31
142,600626,申达股份,0.17,-21.48,,4.78,,12018.5,-21.46,,10-31
143,000903,云内动力,0.1,-45.79,,3.99,,18167.81,19.6,,10-31
144,601100,恒立液压,0.44,633.33,,7.67,,27629.49,572.79,,10-31
145,600645,中源协和,0.01,0.0,,0.2,,309.1,-44.06,,10-31
146,000923,河北宣工,0.62,-491.31,,6.09,,29988.66,-1060.79,,10-31
147,600290,华仪电气,0.05,13.27,,0.85,,3502.03,13.25,,10-31
148,000537,广宇发展,0.26,-46.94,,5.57,,13132.01,-47.61,,10-31
149,000599,青岛双星,0.16,33.33,,3.9,,10504.31,29.56,,10-31
150,600749,西藏旅游,-0.08,-40.33,,-2.94,,-1564.44,-40.31,,10-31
151,600767,*ST运盛,0.01,-109.3,,1.87,,420.66,-109.55,,10-31
152,601933,永辉超市,0.15,50.0,,7.23,,139239.15,70.74,,10-31
153,600028,中国石化,0.32,31.54,,5.37,,3837300.0,31.57,,10-31
154,000638,万方发展,0.08,198.15,,10.67,,2491.95,197.57,,10-31
155,002084,海鸥住工,0.14,2.99,,5.39,,6448.02,2.98,,10-31
156,600072,中船科技,0.02,-117.16,,0.46,,1666.44,-126.08,,10-31
157,002421,达实智能,0.11,-59.74,,7.16,,20742.67,22.66,,10-31
158,600107,美尔雅,-0.02,-39.66,,-1.17,,-630.39,-40.54,,10-31
159,600500,中化国际,0.18,63.64,,3.43,,38516.34,71.15,,10-31
160,600143,金发科技,0.17,-30.05,,4.68,,45781.35,-25.76,,10-31
161,600162,香江控股,0.14,-30.0,,7.43,,45319.98,-5.04,,10-31
162,000005,世纪星源,-0.02,-111.9,,-1.27,,-1621.33,-112.12,,10-31
163,600562,国睿科技,0.27,-3.57,,7.47,,12922.51,-2.98,,10-31
164,600960,渤海活塞,0.17,144.86,,3.73,,16292.73,334.97,,10-31
165,603226,菲林格尔,0.85,3.66,,11.96,,6138.17,15.4,,10-31
166,600186,莲花健康,-0.1,143.03,0.03,-131.55,0.01,-10917.04,143.29,,10-31
167,600203,福日电子,0.12,-29.41,,2.42,,5400.53,-26.63,,10-31
168,002522,浙江众成,0.07,-12.5,,3.88,,6593.64,-11.36,,10-31
169,000049,德赛电池,0.91,39.66,,15.26,,18626.7,39.67,,10-31
170,600239,云南城投,-0.23,-49.15,,-8.56,,-37569.41,-23.74,,10-31
171,002555,三七互娱,0.57,59.0,,22.35,,121133.93,61.04,,10-31
172,000333,美的集团,2.31,15.5,,22.61,,1499817.5,17.1,,10-31
173,600259,广晟有色,0.03,-106.67,,0.42,,818.36,-106.92,,10-31
174,000504,南华生物,-0.07,29.78,,,,-2049.08,29.61,,10-31
175,000524,岭南控股,0.21,94.44,,7.6,,14118.41,384.99,,10-31
176,002619,艾格拉斯,0.15,0.0,,6.65,,23573.32,91.31,,10-31
177,000543,皖能电力,0.06,-86.98,,0.92,,10055.09,-86.99,,10-31
178,000995,皇台酒业,-0.38,-37.7,,,,-6740.36,-37.74,,10-31
179,601595,上海电影,0.41,-31.67,,7.85,,15432.45,-13.26,,10-31
180,603611,诺力股份,0.64,-14.67,,7.9,,11942.1,-0.78,,10-31
181,000561,烽火电子,0.01,-91.55,,0.53,,609.67,-91.35,,10-31
182,600354,敦煌种业,0.24,-170.45,,,,12416.91,-170.42,,10-31
183,600016,民生银行,1.1,2.8,9.89,11.52,,4024300.0,2.76,,10-31
184,600390,五矿资本,0.62,187.7,,7.41,,211127.62,2070.97,,10-31
185,000626,远大控股,0.41,-46.93,,8.23,,24334.41,-35.31,,10-31
186,600035,楚天高速,0.29,31.82,,8.8,,48299.99,49.45,,10-31
187,603777,来伊份,0.42,-6.67,,5.28,,10016.06,24.94,,10-31
188,603813,原尚股份,0.57,54.05,,11.1,,3794.99,56.92,,10-31
189,000676,智度股份,0.34,37.43,,6.96,,33008.89,119.79,,10-31
190,600077,宋都股份,0.01,-81.25,,0.44,,1564.65,-81.64,,10-31
191,600466,蓝光发展,0.22,129.38,,5.2,,54777.81,161.81,,10-31
192,600095,哈高科,0.02,-152.96,,0.85,,615.71,-153.16,,10-31
193,002458,益生股份,-0.55,-135.71,,-13.28,,-18514.28,-136.67,,10-31
194,600150,中国船舶,-0.21,-33.12,,-1.98,,-29266.99,-32.93,,10-31
195,603989,艾华集团,0.75,11.66,,12.54,,22402.42,11.66,,10-31
196,600543,莫高股份,0.08,14.29,,2.21,,2463.14,13.84,,10-31
197,600895,张江高科,0.25,0.0,,4.72,,39454.99,1.72,,10-31
198,002174,游族网络,0.53,26.19,,15.57,,45934.4,27.29,,10-31
199,603196,日播时尚,0.22,17.96,,6.73,,4508.4,35.44,,10-31
200,600568,中珠医疗,0.22,-17.77,,4.21,,25130.47,49.84,,10-31
201,002190,成飞集成,0.0,-99.31,,0.03,,60.84,-99.32,,10-31
202,600191,华资实业,0.07,114.29,,1.54,,3417.52,114.1,,10-31
203,002511,中顺洁柔,0.33,-10.24,,8.81,,24660.4,36.15,,10-31
204,000035,中国天楹,0.11,1.74,,6.5,,14032.71,3.83,,10-31
205,600985,雷鸣科化,0.28,-15.15,,5.24,,7820.28,-10.15,,10-31
206,600210,紫江企业,0.44,172.22,,13.71,,66921.98,171.66,,10-31
207,000876,新希望,0.46,-9.8,,8.93,,193961.33,-8.23,,10-31
208,601005,*ST重钢,-0.2,-71.45,,,,-88207.5,-71.47,,10-31
209,600619,海立股份,0.23,283.33,,4.86,,19778.52,261.89,,10-31
210,000897,津滨发展,-0.03,-192.57,,-3.8,,-4841.99,-192.82,,10-31
211,603363,傲农生物,0.25,38.89,,16.63,,9046.02,42.97,,10-31
212,600639,浦东金桥,0.49,15.65,,6.1,,54651.22,15.65,,10-31
213,000423,东阿阿胶,1.91,1.68,,14.36,,124659.6,1.69,,10-31
214,000935,四川双马,0.12,100.0,,3.39,,9368.63,102.0,,10-31
215,000510,金路集团,0.06,118.92,,4.79,,3947.24,118.55,,10-31
216,601288,农业银行,0.49,4.26,4.08,12.26,,16001000.0,3.79,,10-31
217,600302,标准股份,-0.0,-97.72,,-0.07,,-82.91,-97.75,,10-31
218,000979,中弘股份,0.01,-67.43,,0.84,,8268.32,-48.75,,10-31
219,601398,工商银行,0.64,1.59,5.62,11.65,,22799900.0,2.34,,10-31
220,603598,引力传媒,0.11,0.0,,5.03,,3057.43,7.44,,10-31
221,600320,振华重工,0.04,0.0,,1.13,,17097.85,9.9,,10-31
222,600727,鲁北化工,0.13,160.0,,4.13,,4579.51,147.53,,10-31
223,002335,科华恒盛,1.3,225.0,,11.0,,35151.26,253.41,,10-31
224,000592,平潭发展,0.01,-49.09,,0.34,,1078.26,-49.39,,10-31
225,600743,华远地产,0.2,23.93,,6.88,,47350.48,35.16,,10-31
226,000611,天首发展,-0.03,-60.78,,-2.69,,-972.72,-60.67,,10-31
227,600760,中航沈飞,-0.11,120.0,,-9.35,,-3923.83,125.85,,10-31
228,601901,方正证券,0.16,-50.0,4.52,3.66,0.58,133063.04,-50.07,,10-31
229,601988,中国银行,0.47,6.82,4.69,10.26,1.29,14550600.0,7.93,,10-31
230,603009,北特科技,0.23,-29.75,,3.1,,4002.14,4.88,,10-31
231,600448,华纺股份,0.02,-33.33,,1.25,,1401.46,21.89,,10-31
232,000681,视觉中国,0.23,32.1,,6.84,,16263.33,32.12,,10-31
233,002415,海康威视,0.67,-17.16,,22.38,,615281.42,26.86,,10-31
234,600100,同方股份,-0.06,-103.62,,-0.86,,-18428.06,-103.62,,10-31
235,002431,棕榈股份,0.13,116.67,,3.86,,18011.29,112.14,,10-31
236,600493,凤竹纺织,0.06,16.1,,2.42,,1666.63,15.99,,10-31
237,600117,西宁特钢,-0.15,-68.09,,-5.77,,-16118.5,-53.94,,10-31
238,300494,盛天网络,0.26,-8.71,,6.76,,6338.54,-8.71,,10-31
239,603922,金鸿顺,0.76,-11.63,,13.38,,7271.59,-12.38,,10-31
240,000729,燕京啤酒,0.22,-0.91,,4.68,,61037.99,-1.28,,10-31
241,603100,川仪股份,0.28,16.67,,5.77,,11076.55,16.08,,10-31
242,000758,中色股份,0.11,5.99,,4.18,,21603.24,5.95,,10-31
243,603131,上海沪工,0.31,-48.33,,9.72,,6191.84,22.98,,10-31
244,002486,嘉麟杰,-0.04,-13.89,,-4.02,,-3659.43,-13.93,,10-31
245,600182,S佳通,0.12,-65.71,,4.48,,4056.29,-66.06,,10-31
246,000025,特力A,0.14,54.88,,4.43,,4060.46,54.89,,10-31
247,002833,弘亚数控,1.45,20.83,,23.77,,19363.03,61.26,,10-31
248,600995,文山电力,0.46,48.39,,13.24,,22238.28,50.77,,10-31
249,600218,全柴动力,0.18,-24.64,,3.53,,6706.07,-24.68,,10-31
250,000068,华控赛格,-0.01,-73.55,,-1.33,,-821.84,-73.67,,10-31
251,000885,同力水泥,1.2,26671.11,,10.89,,59222.3,27531.12,,10-31
252,601012,隆基股份,1.12,80.65,,20.12,,224095.38,103.99,,10-31
253,603337,杰克股份,1.17,13.59,,12.55,,23428.13,46.57,,10-31
254,002551,尚荣医疗,0.22,-26.67,,7.89,,14482.18,11.18,,10-31
255,600628,新世界,0.65,712.5,,4.0,,42014.52,922.82,,10-31
256,000905,厦门港务,0.18,-21.74,,3.56,,9355.47,-24.1,,10-31
257,600255,梦舟股份,0.02,-140.0,,1.15,,3839.7,-148.1,,10-31
258,000413,东旭光电,0.21,5.0,,4.51,,102611.39,27.97,,10-31
259,000505,珠江控股,0.18,-185.71,,5.45,,11383.32,-225.38,,10-31
260,000957,中通客车,0.21,-72.73,,4.61,,12192.09,-73.22,,10-31
261,000525,红太阳,0.9,1241.11,,10.36,,52105.92,1240.51,,10-31
262,600689,上海三毛,0.18,-865.22,,7.86,,3541.64,-861.91,,10-31
263,601375,中原证券,0.09,-47.06,,3.38,,35575.8,-35.29,,10-31
264,600333,长春燃气,-0.02,-140.0,,-0.77,,-1360.64,-148.0,,10-31
265,002636,金安国纪,0.54,150.62,,20.76,,39574.77,150.68,,10-31
266,600355,精伦电子,-0.02,-300.0,,-2.77,,-1118.25,-501.33,,10-31
267,300713,英可瑞,,,,,,6949.29,7.57,,10-31
268,000587,金洲慈航,0.34,-48.48,,8.27,,72835.32,4.07,,10-31
269,603686,龙马环卫,0.72,28.57,,14.98,,19148.49,26.03,,10-31
270,000607,华媒控股,0.09,-28.96,,4.99,,9036.24,-28.88,,10-31
271,000627,天茂集团,0.2,,,6.04,,83882.66,-0.47,,10-31
272,600774,汉商集团,0.04,12.82,,1.34,,770.83,12.13,,10-31
273,601966,玲珑轮胎,0.6,-17.81,,8.75,,71987.04,-7.29,,10-31
274,000656,金科股份,0.15,-30.04,,4.77,,94759.81,-6.05,,10-31
275,600792,云煤能源,-0.1,300.0,,-3.38,,-9874.35,291.34,,10-31
276,603816,顾家家居,1.5,18.11,,17.13,,62000.81,47.75,,10-31
277,300134,大富科技,-0.48,-782.14,,-6.48,,-36645.54,-866.28,,10-31
278,603023,威帝股份,0.09,-47.06,,6.21,,3315.59,-46.84,,10-31
279,600078,澄星股份,0.06,5.35,,2.27,,4182.85,5.6,,10-31
280,000697,炼石有色,-0.34,660.09,,-14.3,,-19183.59,660.78,,10-31
281,603041,美思德,0.46,-39.05,,7.11,,4215.83,-25.5,,10-31
282,002427,ST尤夫,0.54,86.21,,9.29,,21453.24,86.46,,10-31
283,600488,天药股份,0.09,78.85,,2.99,,9342.41,85.62,,10-31
284,603110,东方材料,0.58,9.43,,14.18,,4466.85,8.85,,10-31
285,600130,波导股份,-0.09,-400.0,,-7.57,,-7259.47,-434.04,,10-31
286,600880,博瑞传播,-0.04,-165.17,,-1.19,,-4270.5,-167.74,,10-31
287,000792,盐湖股份,-0.31,-320.13,,-3.57,,-85924.0,-430.16,,10-31
288,600169,太原重工,0.01,-101.68,,0.42,,1733.17,-101.77,,10-31
289,000011,深物业A,0.97,-8090.08,,21.84,,57616.66,-8099.55,,10-31
290,000812,陕西金叶,0.02,-66.32,,0.81,,725.1,-66.33,,10-31
291,000050,深天马A,0.54,99.44,,5.34,,75339.04,99.48,,10-31
292,000863,三湘印象,0.04,-90.24,,0.96,,6149.06,-86.32,,10-31
293,000890,法尔胜,0.05,-86.17,,2.26,,1878.4,-86.18,,10-31
294,603357,设计总院,0.66,0.0,,20.42,,17236.84,7.8,,10-31
295,000338,潍柴动力,0.58,52.63,,13.16,,460315.34,206.03,,10-31
296,600635,大众公用,0.12,-31.92,,4.93,,35578.97,-18.54,,10-31
297,603387,基蛋生物,1.3,34.02,,26.31,,13798.21,43.7,,10-31
298,000930,中粮生化,0.22,102.73,,12.88,,21547.74,103.37,,10-31
299,601179,中国西电,0.13,-13.33,,3.42,,65036.43,-13.83,,10-31
300,600515,海航基础,0.38,53.56,,4.36,,150029.14,128.91,,10-31
301,600870,厦华电子,-0.01,-717.65,,-45.1,,-547.09,-705.58,,10-31
302,600887,伊利股份,0.81,12.5,,20.71,,493726.73,12.47,,10-31
303,600159,大龙地产,-0.04,-134.92,,-1.69,,-3719.54,-134.93,,10-31
304,600552,凯盛科技,0.12,-28.42,,3.8,,9042.81,43.18,,10-31
305,600177,雅戈尔,0.75,-45.42,,11.51,,267788.93,-19.0,,10-31
306,000020,深华发A,0.0,-92.45,,0.11,,34.84,-92.27,,10-31
307,600571,信雅达,0.06,-67.69,,2.41,,2791.81,-67.48,,10-31
308,000821,京山轻机,0.22,144.44,,5.91,,10586.33,136.68,,10-31
309,000850,华茂股份,0.03,-62.12,,0.5,,2374.83,-61.66,,10-31
310,600988,赤峰黄金,0.21,0.0,,5.99,,15281.15,0.26,,10-31
311,002209,达意隆,-0.06,-58.63,,-1.78,,-1081.13,-58.64,,10-31
312,600213,亚星客车,0.11,-45.0,,17.23,,2456.17,-43.38,,10-31
313,600605,汇通能源,0.1,-36.84,,2.44,,1419.82,-36.78,,10-31
314,000880,潍柴重机,0.1,38.51,,2.18,,2879.71,38.55,,10-31
315,600622,光大嘉宝,0.38,46.15,,6.44,,33475.12,94.21,,10-31
316,002563,森马服饰,0.38,2.7,,9.96,,101207.74,1.01,,10-31
317,000408,藏格控股,0.33,1.31,,10.78,,67523.3,44.34,,10-31
318,600661,新南洋,0.42,-16.46,,10.06,,12030.35,-7.59,,10-31
319,601211,国泰君安,0.8,-14.89,,6.61,,703531.55,-7.99,,10-31
320,600680,*ST上普,-0.47,366.0,,-25.03,,-17794.64,360.78,,10-31
321,000982,*ST中绒,-0.21,19.19,,-22.94,,-38499.92,19.36,,10-31
322,000552,靖远煤电,0.16,208.35,,5.69,,37134.09,209.58,,10-31
323,601618,中国中冶,0.16,0.0,,5.26,,354888.6,5.71,,10-31
324,603628,清源股份,0.18,-25.0,,5.49,,4803.6,-1.45,,10-31
325,600735,新华锦,0.14,17.23,,6.7,,5090.56,17.17,,10-31
326,600369,西南证券,0.1,-47.37,,3.08,,59052.92,-44.11,,10-31
327,000601,韶能股份,0.4,-5.23,,9.94,,43463.11,-5.22,,10-31
328,600751,天海投资,0.04,-43.59,,0.95,,12119.4,-43.63,,10-31
329,601881,中国银河,0.34,-8.11,,5.27,,338344.06,-4.68,,10-31
330,603716,塞力斯,1.02,,,6.0,,5538.06,11.17,,10-31
331,601949,中国出版,0.1,-9.09,,3.4,,14942.36,-7.85,,10-31
332,600030,中信证券,0.65,-1.52,,5.45,,792702.67,-0.18,,10-31
333,600787,中储股份,0.55,180.87,,12.13,,120894.26,180.87,,10-31
334,002070,*ST众和,-0.22,-373.06,,-43.58,,-14101.47,-372.97,,10-31
335,603000,人民网,0.01,-85.71,,0.59,,1612.01,-78.54,,10-31
336,603808,歌力思,0.61,48.78,,11.03,,20220.13,124.25,,10-31
337,600432,*ST吉恩,-0.59,55.26,,-58.99,,-94575.22,56.24,,10-31
338,603839,安正时尚,0.76,-6.17,,9.28,,20459.66,18.72,,10-31
339,600822,上海物贸,0.05,39.1,,4.27,,2312.24,39.36,,10-31
340,000712,锦龙股份,0.22,-26.67,,5.25,,19560.91,-28.25,,10-31
341,603908,牧高笛,0.85,-1.16,,14.29,,5186.04,20.3,,10-31
